SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/11/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/12/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.4E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/13/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/14/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","4E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/15/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.3E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/16/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/17/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","8E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/18/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/19/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","5.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/20/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/21/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.4E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/22/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","8E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/24/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.29992","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/25/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","4E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/26/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","8E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/27/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","7E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/28/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/1/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.1E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/2/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","4E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/3/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.5E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/4/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.4E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/5/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/6/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/7/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/8/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.3E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/9/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","7E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/10/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","8E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/11/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.6E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/12/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","5E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/13/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/14/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/15/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/16/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/17/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","4E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/18/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/19/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","7E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/20/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/21/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/22/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/23/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.6E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/24/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/25/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","9E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/27/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","5E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/28/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/29/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","0.001152","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/30/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/31/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/1/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/2/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/3/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/4/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/5/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/6/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/7/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/8/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/9/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/10/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","4E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/11/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/12/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/13/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/14/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/15/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/16/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","4E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/17/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/18/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","4E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/19/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/20/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","2E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","0fd09d00-bc3f-45fa-b913-2dcc98c44b32","Storage","Queues v2","EU North","LRS Class 1 Operations","0.0002","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.2124","0.001107"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/4/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0016","0.000011"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/5/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","1.7641","0.009174"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/6/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.002","0.000013"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/7/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.002","0.000012"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/8/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0774","0.000405"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/10/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0023","0.000014"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/11/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0008","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/12/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0017","0.000011"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/13/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0003","0.000002"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/14/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0014","0.000010"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/15/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0018","0.000010"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/16/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0018","0.000011"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/17/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.002","0.000014"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/18/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0014","0.000009"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/19/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0163","0.000086"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/20/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0001","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/21/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0019","0.000012"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/22/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0013","0.000008"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/23/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0013","0.000011"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/24/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0089","0.000049"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/25/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0006","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/26/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0015","0.000011"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/27/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0012","0.000009"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/28/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0016","0.000011"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/1/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0012","0.000009"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/2/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.001","0.000007"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/3/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0022","0.000014"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/4/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0022","0.000013"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/5/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0022","0.000014"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/6/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0012","0.000009"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/7/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0012","0.000008"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/8/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.002","0.000013"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/9/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0017","0.000012"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/10/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0017","0.000012"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/11/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0022","0.000013"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/12/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.001","0.000007"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/13/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0003","0.000003"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/14/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0016","0.000011"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/15/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0007","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/16/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.001","0.000006"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/17/2022","1b2d9003-72a7-4d50-bf13-2feddbfe7c86","Storage","Files v2","EU North","Cool Other Operations","0.0012","0.000007"
